"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2024,"SE","FT","Data Scientist",296100,"USD",296100,"US",0,"US","M"
2024,"SE","FT","Data Scientist",132000,"USD",132000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",136000,"USD",136000,"US",0,"US","M"
2022,"EN","FT","BI Data Analyst",58000,"EUR",60938,"DE",0,"DE","L"
2023,"MI","FT","Data Engineer",117300,"USD",117300,"US",0,"US","M"
2024,"MI","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",73100,"USD",73100,"US",0,"US","M"
2024,"SE","FT","Data Science",276000,"USD",276000,"US",0,"US","M"
2022,"SE","FT","Research Scientist",144000,"USD",144000,"US",50,"US","L"
2023,"SE","FT","Data Management Specialist",93593,"USD",93593,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",143200,"USD",143200,"GB",100,"GB","M"
2023,"MI","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",240000,"USD",240000,"US",0,"US","S"
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M"
2022,"SE","FT","Data Science Manager",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",111500,"USD",111500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",169000,"USD",169000,"US",0,"US","M"
2023,"EX","FT","Head of Data",290000,"USD",290000,"US",100,"US","L"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","AI Engineer",180000,"USD",180000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",65000,"GBP",80036,"GB",100,"GB","M"
2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2024,"MI","FT","Big Data Developer",117000,"USD",117000,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",165100,"USD",165100,"US",0,"US","M"
2023,"SE","FT","Data Scientist",290000,"USD",290000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",205500,"USD",205500,"US",0,"US","M"
2024,"SE","FT","Data Architect",165000,"USD",165000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",65300,"USD",65300,"US",0,"US","M"
2024,"SE","FT","Data Scientist",200740,"USD",200740,"US",0,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2024,"SE","FT","Research Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"MI","FT","Business Intelligence Specialist",109238,"USD",109238,"US",0,"US","M"
2023,"MI","FT","Data Analyst",229000,"USD",229000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",170500,"USD",170500,"US",100,"US","M"
2022,"SE","FT","Data Specialist",148700,"USD",148700,"US",100,"US","L"
2023,"SE","FT","Machine Learning Engineer",165500,"USD",165500,"US",100,"US","M"
2021,"EN","FT","Research Scientist",100000,"USD",100000,"JE",0,"CN","L"
2023,"SE","FT","Data Science Manager",134236,"USD",134236,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",345400,"USD",345400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",130500,"USD",130500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",50000,"USD",50000,"KW",50,"US","L"
2023,"SE","FT","Research Scientist",98794,"USD",98794,"US",0,"US","M"
2023,"MI","FT","Data Analyst",78000,"USD",78000,"US",0,"US","M"
2023,"SE","FT","Data Architect",206000,"USD",206000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"MI","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2024,"SE","FT","Research Scientist",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",184590,"USD",184590,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",465000,"USD",465000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",148000,"USD",148000,"US",0,"US","M"
2024,"SE","FT","ETL Developer",53300,"USD",53300,"US",0,"US","M"
2024,"SE","FT","Research Scientist",278700,"USD",278700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",230300,"USD",230300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",166000,"USD",166000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",73200,"EUR",81333,"LT",0,"LT","M"
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M"
2024,"EN","FT","Data Analyst",51000,"USD",51000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",111000,"USD",111000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",65000,"GBP",79976,"GB",0,"GB","M"
2024,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",106250,"USD",106250,"US",0,"US","M"
2022,"SE","FT","Data Scientist",88100,"USD",88100,"US",0,"US","M"
2024,"EN","FT","Data Analyst",47500,"USD",47500,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",73100,"USD",73100,"US",0,"US","M"
2024,"EN","FT","Data Analyst",39600,"EUR",44000,"LT",0,"LT","M"
2022,"SE","FT","Data Specialist",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Architect",149040,"USD",149040,"US",100,"US","M"
2023,"SE","FT","Data Scientist",92900,"USD",92900,"US",0,"US","M"
2024,"EX","FT","Data Engineer",201000,"USD",201000,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",117000,"USD",117000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",168854,"USD",168854,"US",0,"US","M"
2024,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"GBP",92280,"GB",100,"GB","M"
2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",147000,"USD",147000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Science",245000,"USD",245000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",207500,"USD",207500,"AU",0,"AU","M"
2024,"MI","FT","Data Engineer",74300,"USD",74300,"US",0,"US","M"
2023,"SE","FT","Research Scientist",323300,"USD",323300,"US",0,"US","M"
2023,"SE","FT","Data Architect",92000,"USD",92000,"GB",100,"GB","M"
2024,"SE","FT","Data Engineer",94000,"USD",94000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",144000,"USD",144000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",124600,"USD",124600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",166500,"USD",166500,"US",100,"US","M"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",67500,"USD",67500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",176000,"USD",176000,"US",100,"US","M"
2024,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2024,"SE","FT","Research Engineer",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",159832,"USD",159832,"US",0,"US","M"
2024,"MI","FT","Data Scientist",119200,"USD",119200,"US",100,"US","M"
2022,"MI","FT","MLOps Engineer",134000,"USD",134000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",80000,"GBP",100000,"GB",0,"GB","M"
2024,"MI","FT","Data Scientist",93000,"USD",93000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",57000,"GBP",70186,"GB",0,"GB","M"
2023,"MI","FT","AI Engineer",300000,"GBP",369120,"GB",0,"GB","M"
2023,"SE","FT","MLOps Engineer",142000,"USD",142000,"US",0,"US","M"
2024,"SE","FT","Data Manager",149000,"USD",149000,"DE",0,"DE","M"
2024,"EN","FT","Data Management Analyst",50000,"USD",50000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",204500,"USD",204500,"US",0,"US","M"
2024,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M"
2024,"EN","FT","Data Management Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Data Architect",198000,"USD",198000,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",96411,"USD",96411,"US",100,"US","M"
2023,"SE","FT","Data Analyst",84870,"USD",84870,"US",0,"US","M"
2023,"SE","FT","Data Scientist",226600,"USD",226600,"US",0,"US","M"
2023,"SE","FT","AI Engineer",46848,"USD",46848,"OM",0,"OM","M"
2023,"EN","FT","Data Science Engineer",95000,"CHF",104024,"CH",50,"CH","S"
2024,"SE","FT","Data Analyst",128800,"USD",128800,"US",0,"US","M"
2024,"EN","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2022,"SE","FT","Analytics Engineer",138750,"USD",138750,"US",100,"US","M"
2023,"MI","FT","Data Engineer",131000,"USD",131000,"CO",0,"CO","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",45000,"GBP",56250,"GB",100,"GB","M"
2022,"SE","FT","Data Science Manager",243225,"USD",243225,"US",100,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2021,"MI","FT","Data Scientist",76760,"EUR",90734,"DE",50,"DE","L"
2024,"SE","FT","Data Engineer",78900,"USD",78900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"MI","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",203000,"USD",203000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2024,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Developer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",126000,"USD",126000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Specialist",90000,"USD",90000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",126000,"USD",126000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",117000,"EUR",130000,"DE",0,"DE","L"
2022,"SE","FT","Data Analyst",93700,"USD",93700,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",200000,"USD",200000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",164845,"USD",164845,"US",0,"US","M"
2023,"MI","FT","Data Engineer",54500,"GBP",67056,"GB",0,"GB","M"
2023,"SE","FT","Data Engineer",173800,"USD",173800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",78000,"USD",78000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",90700,"USD",90700,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Analyst",80000,"USD",80000,"US",100,"US","M"
2023,"SE","FT","Data Architect",174500,"USD",174500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",185400,"USD",185400,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",296400,"USD",296400,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",51543,"USD",51543,"CA",0,"CA","M"
2024,"MI","FT","Research Engineer",26000,"EUR",28888,"PT",0,"PT","M"
2023,"EN","FT","AI Developer",120000,"USD",120000,"BA",50,"BA","S"
2023,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"SE","FT","AI Architect",204000,"USD",204000,"US",0,"US","M"
2023,"SE","FT","Data Architect",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",139600,"USD",139600,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",104650,"USD",104650,"US",0,"US","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156000,"USD",156000,"CA",100,"CA","M"
2024,"EN","FT","Data Analyst",85420,"USD",85420,"US",0,"US","M"
2024,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",35000,"GBP",43750,"GB",0,"GB","M"
2023,"SE","FT","ML Engineer",148000,"USD",148000,"US",0,"US","L"
2024,"SE","FT","Data Analyst",55200,"USD",55200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",279000,"USD",279000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",60000,"USD",60000,"US",0,"US","M"
2024,"EN","FT","Research Analyst",49452,"USD",49452,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"EUR",80976,"ES",100,"ES","M"
2023,"SE","FT","Analytics Engineer",207611,"USD",207611,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",156400,"USD",156400,"US",0,"US","M"
2024,"SE","FT","Data Science",268700,"USD",268700,"US",0,"US","M"
2022,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M"
2021,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","L"
2022,"SE","FT","Data Engineer",139860,"USD",139860,"US",0,"US","M"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Deep Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"SE","FT","Machine Learning Researcher",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Data Analytics Manager",3200000,"INR",38915,"IN",50,"IN","M"
2023,"SE","FT","Data Engineer",333500,"USD",333500,"US",0,"US","M"
2024,"SE","FT","Data Architect",178600,"USD",178600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",138784,"USD",138784,"US",100,"US","M"
2024,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2023,"MI","FT","ML Engineer",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",258000,"USD",258000,"CA",0,"CA","M"
2024,"SE","FT","Applied Research Scientist",60000,"EUR",66666,"DE",0,"DE","S"
2023,"MI","FT","Data Analyst",50000,"GBP",61520,"GB",0,"GB","M"
2024,"SE","FT","Machine Learning Engineer",215500,"USD",215500,"US",100,"US","M"
2024,"EN","FT","Business Intelligence Analyst",53000,"USD",53000,"US",0,"US","M"
2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",172500,"USD",172500,"US",0,"US","M"
2024,"MI","FT","Data Analyst",180000,"USD",180000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",269100,"USD",269100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",145900,"USD",145900,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",209000,"USD",209000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",212800,"USD",212800,"US",0,"US","L"
2023,"SE","FT","Research Scientist",170000,"USD",170000,"US",0,"US","M"
2024,"MI","FT","Data Science",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",181000,"USD",181000,"CA",0,"CA","M"
2022,"SE","FT","Data Scientist",93800,"USD",93800,"US",0,"US","M"
2024,"SE","FT","Data Engineer",65000,"GBP",81250,"GB",0,"GB","M"
2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",77040,"EUR",85600,"LV",0,"LV","M"
2024,"MI","FT","Data Specialist",100000,"USD",100000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",218000,"USD",218000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",112000,"USD",112000,"US",0,"US","M"
2022,"SE","FT","Head of Data",200000,"USD",200000,"MY",100,"US","M"
2023,"SE","FT","Research Scientist",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",58400,"USD",58400,"US",0,"US","M"
2024,"SE","FT","Data Scientist",190000,"USD",190000,"CA",0,"CA","M"
2024,"SE","FT","Data Scientist",137500,"USD",137500,"US",0,"US","M"
2023,"SE","FT","Research Scientist",212800,"USD",212800,"US",0,"US","L"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"US","M"
2023,"SE","FT","Data Architect",85000,"GBP",104584,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",138000,"USD",138000,"US",0,"US","M"
2021,"SE","FT","Machine Learning Infrastructure Engineer",195000,"USD",195000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",205920,"USD",205920,"US",0,"US","M"
2024,"MI","FT","Data Engineer",34940,"GBP",43675,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Lead",150000,"USD",150000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",112000,"USD",112000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",58000,"GBP",71363,"GB",0,"GB","M"
2024,"EX","FT","Data Analyst",68000,"USD",68000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",296400,"USD",296400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",231650,"USD",231650,"US",0,"US","M"
2024,"MI","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",111967,"USD",111967,"US",100,"US","M"
2023,"MI","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",86800,"USD",86800,"US",0,"US","M"
2024,"SE","FT","Research Scientist",295000,"USD",295000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"SE","FT","Data Architect",187370,"USD",187370,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"MI","FT","Data Scientist",75000,"EUR",80976,"IE",0,"IE","M"
2022,"MI","FT","Data Science Consultant",57000,"GBP",70186,"GB",0,"GB","M"
2024,"SE","FT","Machine Learning Engineer",215000,"USD",215000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",36500,"GBP",45625,"GB",0,"GB","M"
2024,"SE","FT","Data Engineer",234000,"USD",234000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Software Engineer",168000,"USD",168000,"CA",100,"CA","M"
2023,"SE","FT","Business Intelligence Engineer",108350,"USD",108350,"US",0,"US","M"
2023,"SE","FT","Data Engineer",158600,"USD",158600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",182200,"USD",182200,"US",0,"US","M"
2023,"SE","FT","Research Engineer",102544,"USD",102544,"US",0,"US","M"
2024,"EX","FT","Data Science",220000,"USD",220000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",88100,"USD",88100,"US",0,"US","M"
2023,"SE","FT","Deep Learning Engineer",283780,"USD",283780,"US",0,"US","M"
2023,"MI","FT","Research Scientist",161200,"GBP",198340,"GB",0,"GB","M"
2022,"EX","FT","Data Engineer",242000,"USD",242000,"US",100,"US","M"
2022,"SE","FT","Principal Machine Learning Engineer",190000,"USD",190000,"US",100,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"MI","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",87000,"USD",87000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"MI","FT","Business Intelligence",155000,"USD",155000,"US",100,"US","M"
2024,"SE","FT","Applied Scientist",156300,"USD",156300,"US",100,"US","M"
2024,"MI","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M"
2022,"MI","FT","Data Science Manager",241000,"USD",241000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Architect",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"US","M"
2024,"SE","FT","Data Architect",250000,"USD",250000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",37000,"GBP",46250,"GB",100,"GB","M"
2024,"SE","FT","Machine Learning Engineer",215000,"CAD",165384,"CA",0,"CA","M"
2024,"EN","FT","Research Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133000,"USD",133000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",45000,"EUR",47280,"ES",0,"ES","M"
2024,"EX","FT","Data Science",300000,"USD",300000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",160700,"USD",160700,"US",100,"US","M"
2023,"MI","FT","Data Manager",115500,"USD",115500,"US",0,"US","M"
2024,"MI","FT","Data Manager",25742,"GBP",32177,"ZA",0,"ZA","M"
2023,"SE","FT","Machine Learning Engineer",238000,"USD",238000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Analyst",127000,"USD",127000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"EX","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",100895,"USD",100895,"US",100,"US","M"
2023,"EN","FT","Research Analyst",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"CA",100,"CA","M"
2023,"SE","FT","Data Analyst",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2020,"EN","PT","Data Scientist",19000,"EUR",21669,"IT",50,"IT","S"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2024,"MI","FT","Data Engineer",94600,"USD",94600,"CA",0,"CA","M"
2024,"SE","FT","Data Lead",71179,"GBP",88973,"US",0,"US","M"
2023,"SE","FT","Data Manager",199000,"USD",199000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",102000,"USD",102000,"US",100,"US","M"
2024,"EN","FT","Data Engineer",87550,"USD",87550,"US",100,"US","M"
2024,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",205600,"USD",205600,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",146900,"USD",146900,"US",0,"US","M"
2022,"EN","FT","Business Data Analyst",48000,"USD",48000,"US",50,"US","L"
2023,"SE","FT","Data Scientist",297300,"USD",297300,"US",100,"US","M"
2022,"MI","FT","Data Science Consultant",42000,"GBP",51716,"GB",0,"GB","M"
2024,"SE","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",418000,"USD",418000,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",120000,"EUR",133333,"DE",0,"DE","M"
2024,"SE","FT","Machine Learning Engineer",142000,"USD",142000,"US",0,"US","M"
2023,"SE","FT","Data Modeler",105200,"USD",105200,"US",0,"US","M"
2021,"EN","FT","Data Science Consultant",65000,"EUR",76833,"DE",0,"DE","L"
2024,"EN","FT","Data Scientist",47840,"USD",47840,"US",0,"US","M"
2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2024,"EN","FT","Data Engineer",130916,"USD",130916,"US",0,"US","M"
2024,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Architect",178600,"USD",178600,"US",0,"US","M"
2023,"EN","FT","Data Analyst",104000,"USD",104000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",66820,"USD",66820,"US",0,"US","M"
2023,"SE","FT","Data Scientist",297300,"USD",297300,"US",100,"US","M"
2023,"SE","FT","Research Scientist",120000,"USD",120000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",172800,"USD",172800,"US",100,"US","M"
